Date,Downstream Project,Upstream Project,Diff Status,Files Changed,Line Insertions,Line Deletions,Line Changes,Commits Not Upstreamed
2018/03/02,platform/external/libusb-compat,platform/external/libusb-compat,Intact Projects,0,0,0,0,0
2018/03/02,platform/packages/apps/Calendar,platform/packages/apps/Calendar,Modified Projects,46,0,461,461,0
2018/03/02,platform/external/tinyalsa,platform/external/tinyalsa,Modified Projects,10,734,170,904,21
2018/03/02,platform/system/sepolicy,platform/system/sepolicy,Modified Projects,1037,64188,3378,67566,962
2018/03/02,platform/packages/experimental,platform/packages/experimental,Modified Projects,60,1216,1278,2494,6
2018/03/02,platform/hardware/qcom/audio,platform/hardware/qcom/audio,Modified Projects,149,10923,61661,72584,151
2018/03/02,platform/external/python/google-api-python-client,,Downstream Only Projects,0,0,0,0,0
2018/03/02,device/asus/fugu-kernel,device/asus/fugu-kernel,Modified Projects,1,0,0,0,0
2018/03/02,kernel/tests,,Downstream Only Projects,0,0,0,0,0
2018/03/02,platform/tools/loganalysis,,Downstream Only Projects,0,0,0,0,0
2018/03/02,device/google/wahoo,,Downstream Only Projects,0,0,0,0,0
2018/03/02,platform/external/droiddriver,platform/external/droiddriver,Modified Projects,44,1042,1049,2091,13
2018/03/02,platform/external/libconstrainedcrypto,,Downstream Only Projects,0,0,0,0,0
2018/03/02,platform/external/ims,,Downstream Only Projects,0,0,0,0,0
2018/03/02,platform/tools/dexter,,Downstream Only Projects,0,0,0,0,0
2018/03/02,platform/external/tensorflow,,Downstream Only Projects,0,0,0,0,0
2018/03/02,platform/sdk,platform/sdk,Modified Projects,10,69,334,403,5
2018/03/02,platform/hardware/invensense,platform/hardware/invensense,Modified Projects,4,4,4,8,1
2018/03/02,platform/external/flac,platform/external/flac,Modified Projects,87,13545,956,14501,3
2018/03/02,platform/system/nfc,platform/external/libnfc-nci,Forked Projects,332,76179,135238,211417,0
2018/03/02,platform/packages/apps/TimeZoneData,,Downstream Only Projects,0,0,0,0,0
2018/03/02,platform/external/libnl,platform/external/libnl,Modified Projects,477,59046,11841,70887,13
2018/03/02,platform/external/dagger2,platform/external/dagger2,Modified Projects,16,1268,1120,2388,8
2018/03/02,platform/developers/samples/android,platform/developers/samples/android,Modified Projects,2143,78137,15601,93738,256
2018/03/02,platform/external/python/requests,,Downstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/eclipse-basebuilder,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/eclipse-windowbuilder,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/svox,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/gmock,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/hardware/ti/omap3,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/packages/apps/Phone,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/libutf,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/dbus,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/packages/apps/SpeechRecorder,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/bison,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/hardware/bsp/intel,Upstream Only Projects,0,0,0,0,0
2018/03/02,,device/intel/edison,Upstream Only Projects,0,0,0,0,0
2018/03/02,,device/htc/flounder,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/packages/apps/Calculator,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/frameworks/opt/emoji,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/ceres-solver,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/hardware/ti/omap4xxx,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/xmlwriter,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/netperf,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/avahi,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/jetty,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/libselinux,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/system/firewalld,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/system/webservd,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/system/nativepower,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/drm_gralloc,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/libnfc-nxp,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/srtp,Upstream Only Projects,0,0,0,0,0
2018/03/02,,device/htc/flounder-kernel,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/littlemock,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/messageformat,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/regex-re2,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/hardware/ti/omap4-aah,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/abi/cpp,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/tlsdate,Upstream Only Projects,0,0,0,0,0
2018/03/02,,device/moto/shamu,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/system/connectivity/dhcp_client,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/lld,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/packages/apps/ContactsCommon,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/gtest,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/system/weaved,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/system/connectivity/apmanager,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/opencv3,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/donuts,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/libweave,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/frameworks/opt/bluetooth,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/system/connectivity/shill,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/ndk,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/docs/source.android.com,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/liblzf,Upstream Only Projects,0,0,0,0,0
2018/03/02,,device/moto/shamu-kernel,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/ltrace,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/c-ares,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/dbus-binding-generator,Upstream Only Projects,0,0,0,0,0
2018/03/02,,platform/external/jhead,Upstream Only Projects,0,0,0,0,0
